PARTKEY,SUPPKEY,AVAILQTY,SUPPLYCOST,P_COMMENT
9,10,7054,84.2,ts boost. evenly regular packages haggle after the quickly careful accounts. 
9,2510,7542,811.84,ate after the final pinto beans. express requests cajole express packages. carefully bold ideas haggle furiously. blithely express accounts eat carefully among the evenly busy accounts. carefully un
9,5010,9583,381.31,"d foxes. final, even braids sleep slyly slyly regular ideas. unusual ideas above"
9,7510,3063,291.84, the blithely ironic instructions. blithely express theodolites nag furiously. carefully bold requests shall have to use slyly pending requests. carefully regular instr
10,11,2952,996.12," bold foxes wake quickly even, final asymptotes. blithely even depe"
10,2511,3335,673.27,s theodolites haggle according to the fluffily unusual instructions. silent realms nag carefully ironic theodolites. furiously unusual instructions would detect fu
10,5011,5691,164.0,"r, silent instructions sleep slyly regular pinto beans. furiously unusual gifts use. silently ironic theodolites cajole final deposits! express dugouts are furiously. packages sleep "
10,7511,841,374.02,refully above the ironic packages. quickly regular packages haggle foxes. blithely ironic deposits a
11,12,4540,709.87,thely across the blithely unusual requests. slyly regular instructions wake slyly ironic theodolites. requests haggle blithely above the blithely brave p
11,2512,4729,894.9,ters wake. sometimes bold packages cajole sometimes blithely final instructions. carefully ironic foxes after the furiously unusual foxes cajole carefully acr
11,5012,3708,818.74,"inal accounts nag quickly slyly special frays; bold, final theodolites play slyly after the furiously pending packages. f"
11,7512,3213,471.98,"nusual, regular requests use carefully. slyly final packages haggle quickly. slyly express packages impress blithely across the blithely regular ideas. regular depe"
12,13,3610,659.73,jole bold theodolites. final packages haggle! carefully regular deposits play furiously among the special ideas. quickly ironic packages detect quickly carefully final
12,2513,7606,332.81,luffily regular courts engage carefully special realms. regular accounts across the blithely special pinto beans use carefully at the silent request
12,5013,824,337.06,"es are unusual deposits. fluffily even deposits across the blithely final theodolites doubt across the unusual accounts. regular, "
12,7513,5454,901.7,s across the carefully regular courts haggle fluffily among the even theodolites. blithely final platelets x-ray even ideas. fluffily express pinto beans sleep slyly. carefully even a
13,14,612,169.44,s. furiously even asymptotes use slyly blithely express foxes. pending courts integrate blithely among the ironic requests! blithely pending deposits integrate slyly furiously final packa
13,2514,7268,862.7,s sleep slyly packages. final theodolites to the express packages haggle quic
13,5014,864,38.64,"s after the slyly pending instructions haggle even, express requests. permanently regular pinto beans are. slyly pending req"
13,7514,9736,327.18,tect after the express instructions. furiously silent ideas sleep blithely special ideas. attainments sleep furiously. carefully bold requests ab
14,15,5278,650.07,"e quickly among the furiously ironic accounts. special, final sheaves against the"
14,2515,5334,889.5,ss dependencies are furiously silent excuses. blithely ironic pinto beans affix quickly according to the slyly ironic asymptotes. final packag
14,5015,3676,893.39,sits are according to the fluffily silent asymptotes. final ideas are slyly above the regular instructions. furiousl
14,7515,4947,310.13, final deposits boost slyly regular packages; carefully pending theodolites 
15,16,7047,835.7,blithely quick requests sleep carefully fluffily regular pinto beans. ironic pinto beans around the slyly regular foxe
15,2516,3336,784.55,slyly. fluffily bold accounts cajole furiously. furiously regular dependencies wak
15,5016,3316,265.89,e express instructions. ironic requests haggle fluffily along the carefully even packages. furiously final acco
15,7516,5255,458.67,refully bold instructions among the silent grouches must boost against the express deposits:
16,17,5282,709.16,lithely ironic theodolites should have to are furiously-- 
16,2517,9412,887.53,ly special accounts wake. fluffily bold ideas believe blith
16,5017,854,781.91, unusual excuses. requests after the carefully regular pinto 
16,7517,1491,918.51,unts cajole furiously across the fluffily pending instructions. slyly special accounts could have to boost b
17,18,8555,995.35,are furiously final accounts. carefully unusual accounts snooze across the requests. carefully special dolphins
17,2518,7737,648.75,e blithely express accounts. foxes kindle slyly unusual dinos. quickly special f
17,5018,3123,555.04,ly bold accounts. regular packages use silently. quickly unusual sentiments around the quickly ironic theodolites haggle furiously pending requests. care
17,7518,3203,64.4,bold packages nag fluffily after the regular accounts. furiously ironic asymptotes sleep quickly enticing pinto beans. carefully pending accounts use about the 
18,19,1125,664.17,". ironic, regular accounts across the furiously express "
18,2519,8132,52.44, final packages wake quickly across the blithely ironic instructions. regular pains integrate slyly across the deposits. carefully regular pinto beans among the close
18,5019,3133,568.61,riously bold accounts. packages boost daringly. blithely regular requests cajole. regular foxes wake carefully final accounts. blithely unusual excuses det
18,7519,6475,386.29,. furiously regular accounts cajole slyly across the pending
19,20,1416,144.8,"o beans. even packages nag boldly according to the bold, special deposits. ironic packages after the pinto beans nag above the quickly ironic requests. bl"
19,2520,5467,405.7,nstructions use furiously. fluffily regular excuses wake. slyly special grouches are carefully regular Tiresias. regular requests use about the quickly furio
19,5020,8800,635.66,"sual requests sleep carefully. deposits cajole carefully over the regular, regular requests. quickly unusual asymptotes use some"
19,7520,1340,346.92," requests. final, pending realms use carefully; slyly dogged foxes impress fluffily above the blithely regular deposits. ironic, regular courts wake carefully. bold requests impress"
20,21,2927,675.54,"s, ironic deposits haggle across the quickly bold asymptotes. express, ironic pinto beans wake carefully enticingly special foxes. requests are at the c"
20,2521,2723,305.84,"nal, bold frets cajole slyly regular, unusual platelets. slyly permanent deposits wake carefully carefully silent accounts. even, even requests wake quickly. furiously pending packages are"
20,5021,5905,546.66,ing deposits use furiously. ironically final pinto bea
20,7521,4271,115.89,xcuses wake at the deposits. regular pinto beans nag slyly fluffi
21,22,6571,944.44,ing instructions impress bold foxes. ironic pinto beans use. thinly even asymptotes cajole ironic packages. quickly ironic pinto beans detect slyly regular deposits. ruthlessly even deposits are. sl
21,2522,1704,139.05,"posits cajole; quickly even requests sleep furiously. ironic theodolites sleep pending, express instructions. stealthily even platelets cajole carefully after the final, ironic p"
21,5022,7153,664.5,blithely enticing instructions use alongside of the carefully thin deposits. blithely bold requests are fluffily
21,7522,367,584.86,"ong the even theodolites. pending, pending accounts sleep-- courts boost quickly at the accounts. quickly fin"
22,23,4410,786.18,"even accounts. final excuses try to sleep regular, even packages. carefully express dolphins cajole; furiously special pinto bea"
22,2523,9779,635.84,l instructions cajole across the blithely special deposits. blithely pending accounts use thinly slyly final requests. instructions haggle. pinto beans sleep along the slyly pen
22,5023,7834,359.16,sits wake fluffily carefully stealthy accounts. furiously ironic requests x-ray fluffily alongside of the pending asymptotes. slyly silent packages use along the instructions. fu
22,7523,1434,597.21,"ix across the blithely express packages. carefully regular pinto beans boost across the special, pending d"
23,24,2739,460.12,"platelets against the furiously bold Tiresias dazzle quickly into the special, bold courts. silent, regular instructions wake blithely ironic multipliers. ideas"
23,2524,5739,103.13, theodolites need to nag blithely final notornis. slyly idle packages cajole after the furiously stealthy packages. slyly regular accounts use furiously. carefully final accounts affix 
23,5024,9898,233.94,"l, express packages wake permanently. quickly even deposits sleep quickly slyly silent id"
23,7524,7035,51.75,xcuses; decoys wake after the pending packages. final instructions are furi
24,25,5180,905.41,heodolites above the ironic requests poach fluffily carefully unusual pinto beans. even packages acc
24,2525,2227,511.2,", silent packages boost around the instructions. special requests sleep slyly against the slyly regular deposits. final, final accounts haggle fluffily among the final requests. regular "
24,5025,7182,582.03," the final, ironic asymptotes. regular requests nag instead of the carefully unusual asymptotes. furiously pending attainments among the slyly final packages boost after th"
24,7525,5318,62.15, careful requests cajole blithely realms. special asymptotes sleep. pinto beans sleep carefully furiously ironic packages. furiously 
25,26,9029,832.74,fully fluffily regular frets. sometimes even requests after the requests wake slyly at the quickly ruthless requests. a
25,2526,9062,928.96,"he foxes. final, final accounts sleep. boldly ironic excuses thrash quick"
25,5026,9946,694.35,"ld, ironic requests. furiously special packages cajole furiously enticing instructions."
25,7526,7340,746.59,dly final packages haggle blithely according to the pending packages. slyly regula
26,27,5020,683.96,es. fluffily express deposits kindle slyly accounts. slyly ironic requests wake blithely bold ideas
26,2527,6577,892.2,riously pending pinto beans. furiously express instructions detect slyly according to the b
26,5027,3499,382.11,imes even pinto beans among the busily ironic accounts doubt blithely quickly final courts. furiously fluffy packages despite the carefully even plate
26,7527,9702,821.89, behind the blithely regular courts impress after the silent sheaves. bravely final ideas haggle 
27,28,2111,444.01,"the even, ironic deposits. theodolites along the ironic, final dolphins cajole slyly quickly bold asymptotes. furiously regular theodolites integrate furiously furiously bold requests. carefully"
27,2528,9080,157.03,"ole express, final requests. carefully regular packages lose about the regular pinto beans. blithely re"
27,5028,3407,151.34,"ironic theodolites are by the furiously bold ideas. ironic requests shall have to sublate final packages. furiously quick foxes alongside of the express, special deposits was boldly according "
27,7528,4283,348.61,ound the final foxes detect furiously across the even warhorses. quickly t
28,29,6643,204.86,y ironic deposits above the slyly final deposits sleep furiously above the final deposits. quickly even i
28,2529,2452,744.57,ully regular theodolites haggle about the blithely pending packages. carefully ironic sentiments use quickly around the blithely silent requests. slyly ironic frays bo
28,5029,302,690.3,uickly unusual requests alongside of the final courts integrate slyly 
28,7529,9988,666.53,beans haggle carefully around the slyly ironic acco
29,30,3506,799.27,leep fluffily according to the quietly regular requests: accounts integrate carefully bold foxes. carefully silent
29,2530,8106,981.33,"the ironic, bold asymptotes! blithely regular packages hang furiously above the dependencies. blithely permanent dependencies are furiously furiously ironic acco"
29,5030,9193,734.44,ly unusual packages. foxes cajole. theodolites nag
29,7530,6252,186.21,"thely carefully even packages. even, final packages cajole after the quickly bold accounts. fluffily quick accounts in place of the theodolites doze slyly f"
30,31,4767,989.05,ts. slyly final pinto beans cajole ironic accounts. blithely final accounts use among the request
30,2531,535,743.26,sual instructions wake carefully blithely even hockey playe
30,5031,7756,568.86, special foxes across the dependencies cajole quickly against the slyly express packages! furiously unusual pinto beans boost blithely ironic Tir
30,7531,7945,583.84," sleep. bold, regular deposits hang doggedly furiously bold requests. slyly bold excuses detect busily above the even gifts. blithely express courts are carefully. blithely final packages until th"
31,32,9685,620.84,he blithely regular ideas. blithely unusual requests haggle fluffily. platelets
31,2532,1951,120.99,refully regular pinto beans. ironic requests integrate furiously since the quickly ruthless platelets. quickly ironic attainments ha
31,5032,1402,761.64,"r platelets nag blithely regular deposits. ironic, bold requests "
31,7532,137,849.11,"blithely ironic accounts. slyly ironic asymptotes sleep ironic, even accounts. regular accounts thrash quickly"
32,33,2203,406.03,es? slyly enticing dugouts haggle carefully. regular packages alongside of the asymptotes are carefull
32,2533,467,109.34,ainst the unusual braids nod fluffily packages. regular packages nod among the slyly express
32,5033,7975,747.14,final foxes boost furiously pending packages. quickly regular depths promise blithely accoun
32,7533,7938,856.09,s integrate according to the even dependencies. carefully regular reque
33,34,4028,891.46,", pending requests affix slyly. slyly ironic deposits wake accounts. express accounts sleep slowly. ironic, express accounts run carefully fluffily final dependencies. furiously unusual ideas"
33,2534,4410,929.05, packages sleep carefully. slyly final instructions boost. slyly even requests among the carefully pending platelets wake along the final accounts. quickly expre
33,5034,1287,310.76,dolites above the slyly express deposits try to haggle blithely special gifts. blithely ironic reque
33,7534,6006,327.19,ly. ironic dependencies haggle carefully silent instructions. furiously ironic dolphins are fluffily furiously even theo
34,35,9934,848.75,ven instructions besides the gifts are furiously among the slyly regular packages! instructions use carefully. even requests sleep quickl
34,2535,4749,265.31,ckly regular theodolites eat above the bravely regular courts. ironic requests wake slyly.
34,5035,5459,824.69,"ong the slyly silent requests. express, even requests haggle slyly"
34,7535,5884,609.69,"ully final tithes. slyly ironic deposits hang furiously about the regular, regular deposits"
35,36,2500,451.58,nic packages boost carefully carefully even theodolites. blithely fina
35,2536,8875,537.72,"ully regular deposits: special accounts use. slyly final deposits wake slyly unusual, special ideas. asymptotes "
35,5036,596,669.19,"slyly against the daring, pending accounts. fluffily special pinto beans integrate slyly after the carefully unusual packages. slyly bold accounts besides"
35,7536,2025,411.17,s cajole fluffily final deposits. furiously express packages after the blithely special realms boost evenly even requests. slow requests use above the unusual accoun
36,37,3907,630.91,al deposits detect fluffily fluffily unusual sauternes. carefully regular requests against the car
36,2537,174,434.47,permanently express instructions. unusual accounts nag toward the accou
36,5037,2625,569.91,ctions. pending requests are fluffily across the furiously regular notornis. unusu
36,7537,8209,289.15,"arefully regular requests cajole. special, express foxes sleep slowly. quickly unusual in"
37,38,7171,824.96,usly into the slyly final requests. ironic accounts are furiously furiously ironic i
37,2538,5542,126.59,ven deposits. ironic foxes cajole. slyly final deposits are furiously after the furiously even packages. slyly ironic platelets toward the slyl
37,5038,7113,15.72,re bravely along the furiously express requests. blithely special asymptotes are quickly. fluffily regular packages alo
37,7538,1449,745.64,y after the ironic accounts. blithely final instructions affix blithely. bold packages sleep carefully regular instructions. regular packages affix carefully. stealthy fo
38,39,1226,570.11, slyly even pinto beans. blithely special requests nag slyly about the ironic packages. 
38,2539,4237,662.75,"lar warhorses cajole evenly against the attainments. requests cajole furiously furiously express requests. carefully regular platelets use fluffily after the silent, unusual ideas: bl"
38,5039,1135,160.7,express accounts haggle. carefully even pinto beans according to the slyly final foxes nag slyly about the enticingly express dol
38,7539,3516,847.09,nal accounts. furiously pending hockey players solve slyly after the furiously final dependencies. deposits are blithely. carefully regular packages unwind busily at the deposits. fluffily 
39,40,3633,463.1,"kages are slyly above the slyly pending pinto beans. bold, ironic pinto beans sleep against the blithely regular requests. fluffily even pinto beans use. regular theodolites haggle against the quic"
39,2540,3682,300.43,"ng requests are according to the packages. regular packages boost quickly. express Tiresias sleep silently across the even, regular ideas! blithely iro"
39,5040,5475,532.26, beans cajole carefully carefully express requests. instructions sleep furiously bold deposits. furiously regular depos
39,7540,6259,737.86,"y. special, even asymptotes cajole carefully ironic accounts. regular, final pinto beans cajole quickly. regular requests use warhorses. special, special accounts hinder boldly across the"
40,41,7690,776.13,lets use fluffily carefully final deposits. blithely ironic instructions sublate against the furiously final ideas; slyly bold courts x-ray silent foxes. regular foxes wake blithely. slyl
40,2541,1704,565.82,riously furiously silent asymptotes. final deposits cajole blithely ironic requests. furiously special pains into the blithely final instru
40,5041,4521,374.71,ptotes haggle. slyly even requests nag fluffily silent packages. blith
40,7541,6617,196.64,he slyly unusual epitaphs? ironic deposits at the furiously unusual instructions thrash blithely requests. requests are carefully blithely pending waters.
41,42,9040,488.55,"ss the dinos wake along the blithely regular theodolites. foxes cajole quickly ironic, final foxes. blithely ironic packages haggle against "
41,2542,5946,391.81, slyly slyly regular requests. final deposits sleep fluffily. blithely bold instructions detect carefully. blithely pending requests are furiously ironically final ideas. regul
41,5042,1550,916.55, the blithely final ideas. furiously regular asymptotes could cajole furious
41,7542,560,37.59,"special pinto beans against the unusual accounts cajole slyly final foxes. close, ironic"
42,43,2893,716.81,requests nag. furiously brave packages boost at the furiously even waters. slyly pending ideas nag carefully caref
42,2543,2927,709.06,g dugouts. carefully careful ideas are fluffily. carefully final pinto beans snooze. ironic deposits wake evenly along 
42,5043,3500,200.0,"against the ironic, ironic forges. slyly final deposits wake blithely. ironic courts sleep furiously ab"
42,7543,3662,29.46,"es sleep slyly among the slyly final requests. bold theodolites use silently against the final foxes. carefully pending requests use furiously. dogged, unusual asymptotes use "
43,44,3211,805.78,gular accounts. bold theodolites nag slyly. quickly express excuses use blithely. blithely even ideas boost fluffily! blithely unusual ideas detect bli
43,2544,6770,493.19,ing to the quickly even theodolites. quickly bold excuses haggle. sometimes unusua
43,5044,9506,493.65,riously! slyly ironic sauternes affix. ironic theodolites sleep furiously about the express packages. slyly ironic deposits are blithely against the regular package
43,7544,3232,307.12,"counts: express, final platelets use slyly bold ideas. ironic theodolites about the blithely s"
44,45,486,164.22, final notornis throughout the unusual pinto beans are about the special accounts. bold packages sleep fluffily above the
44,2545,5310,114.37,quests. quickly unusual requests against the carefully final somas detect slyly bold a
44,5045,3534,383.01,"r the pending pinto beans! requests wake furiously after the special deposits. silent deposits mold quickly along the express, special "
44,7545,4798,833.15," run. ironic, special dolphins according to the even, ironic deposits haggle carefully alongside of the carefully regular excuses. regular frays haggle carefully ironic dependenc"
45,46,1685,919.63,he doggedly final accounts; carefully regular packages cajole idly regular idea
45,2546,5202,877.29,ngage blithely after the final requests. bold accounts sleep blithely blithely express dependencies. pinto beans through the carefully regular hockey players wake
45,5046,5669,532.7,es play carefully doggedly unusual requests. bold grouches against the furiously ironic dugouts sleep furiously qu
45,7546,1872,155.32," ironic, even pinto beans. bold theodolites haggle after the furiously ironic accounts. slyly bold courts"
46,47,4171,244.65,lly quiet instructions. furiously express requests among the final ideas cajole carefully bold waters. furiously regular pac
46,2547,8518,106.8,"e unusual instructions shall have to detect slyly blithely ironic foxes. bold requests impress silent foxes. ironic, quiet realms haggle quickly pending, express pinto be"
46,5047,7225,14.78,ously about the fluffily pending accounts. fluffily even dugouts are quickly slyly express platelets; quickly bold pearls sleep slyly even instructions. furiously ironic packages poach quic
46,7547,1381,985.88,"ending platelets are carefully regular accounts. fluffily even accounts against the dependencies nag carefully final, "
47,48,6989,292.52,"even ideas. blithely final requests boost blithely. final, ironic instruct"
47,2548,4458,539.47,"; finally enticing theodolites cajole enticing, silent warhorses! slyly bold pains c"
47,5048,2896,74.54,grate final asymptotes. pending requests kindle carefully final frets. ironic deposits above the slyly e
47,7548,5873,296.63,"after the regular dependencies. final, bold pains sleep quickly pend"
48,49,5052,611.16,posits are blithely blithely final foxes. blithely even deposits haggle fluffily express requests. furiously final theodolites use sl
48,2549,9451,191.36,"ckages cajole never even, special foxes. regular dependencies wake after the blithely ironic instructions. thinly ironic reque"
48,5049,5564,668.19,al pinto beans. furiously final frays use slyly according to the ironic theodolites. regular ideas cajole furiously after the slyly even deposits. 
48,7549,1719,606.16,"forges lose. packages cajole regular, bold accounts. never ironic accounts may promise about the permanently bold deposits. always express requests cajole fluffily regular c"
49,50,9056,35.11," bold deposits? final, bold pinto beans are furiously slyly regular packages. sly"
49,2550,6646,908.15,"ts sleep across the fluffily final deposits. carefully express accounts around the regular, express excuses x-ray inside the ironic theodolites. expre"
49,5050,5336,713.25,ld accounts. furiously blithe waters use furiously blithely idle dependencies. pending deposits along the permanently re
49,7550,597,812.62,n foxes snooze furiously. courts integrate never. carefully unusual requests are carefully. quickly ironic deposits ha
50,51,1832,565.54,"liers above the dolphins dazzle across the regular foxes. furiously regular packages haggle furiously blithely ironic grouches. ironic, even accounts haggle pending, furious instruction"
50,2551,43,690.87,"aggle daringly along the close, express deposits. final requests snooze carefully carefully bold deposits. carefully unusual ideas doze furiously after the furious"
50,5051,6160,301.06,arefully ironic requests use. furiously pending waters play carefully carefully regular platelets. sly requests cajole furiously slyly regular pinto beans. bold packages boost fluffily. furiously i
50,7551,2104,107.17,t blithely unusual theodolites. quickly final accounts affix fluffily regular requests. c
